Time,CH1_mV,CH2_mV
50.635,-0.007325,0.005557
50.64,0.000349,0.01461
50.645,0.002295,-0.011832
50.65,-0.002995,0.009705
50.655,-0.003596,-0.003749
50.66,0.019297,-0.008693
50.665,-0.002276,0.00256
50.67,-0.007812,-0.011311
50.675,-0.001751,0.010461
50.68,-0.019513,-0.004052
50.685,0.007182,0.017729
50.69,0.000282,-0.001123
50.695,0.003298,-0.008864
50.7,0.015381,0.01563
50.705,0.010871,0.015097
50.71,-0.017396,0.005457
50.715,-0.00692,-0.006132
50.72,0.013083,0.00408
50.725,-0.00038,-0.003546
50.73,-0.013008,0.018448
50.735,-0.008705,0.006132
50.74,0.008686,0.00458
50.745,0.005581,-0.010585
50.75,0.012182,0.020681
50.755,-0.018865,-0.002825
50.76,-0.030774,0.00366
50.765,0.01174,-0.011936
50.77,0.00104,-0.007084
50.775,0.019146,-0.014472
50.78,0.02534,-0.005474
50.785,-0.03307,0.004329
50.79,0.007085,-0.00153
50.795,0.012808,-0.008138
50.8,0.005002,0.004042
50.805,-0.002395,-0.014451
50.81,0.008788,-0.003147
50.815,0.001009,-0.003498
50.82,-0.00584,0.001469
50.825,0.025191,0.008317
50.83,-0.002546,-0.007902
50.835,0.007824,0.014059
50.84,-0.031339,0.001465
50.845,0.013545,-0.00206
50.85,-0.015831,-0.016322
50.855,-0.005844,-0.010164
50.86,-0.024788,0.00319
50.865,0.013251,-0.015106
50.87,0.028767,-0.013337
50.875,-0.008683,-0.011883
50.88,-0.01439,0.001536
50.885,-0.004005,-0.010338
50.89,0.002087,-0.010055
50.895,-0.012074,0.002324
50.9,-0.018792,-0.010005
50.905,-0.021174,0.013657
50.91,0.008864,0.01634
50.915,0.020619,0.001393
50.92,-0.005956,0.004411
50.925,0.005478,-0.007266
50.93,0.014497,0.011448
50.935,-0.005907,-0.00867
50.94,0.003975,-0.013736
50.945,0.009174,-0.001686
50.95,0.010346,-0.01121
50.955,0.000721,-0.007462
50.96,-0.001748,-0.001147
50.965,0.022856,0.002047
50.97,-0.011095,0.001018
50.975,0.007019,0.001523
50.98,-0.021436,0.000643
50.985,0.024668,0.014369
50.99,-0.011779,0.014553
50.995,0.004676,0.002153
51.0,-0.00841,-0.021192
51.005,-0.003273,0.001217
51.01,0.014875,0.002066
51.015,-0.022155,-0.005904
51.02,-0.014038,-0.016879
51.025,0.017077,-0.007252
51.03,0.021978,-0.016935
51.035,0.0038,0.008386
51.04,-0.023698,-0.000755
51.045,-0.01999,0.016495
51.05,-0.005793,-0.00281
51.055,-0.015318,-0.004841
51.06,0.009605,0.004137
51.065,0.001511,0.021263
51.07,-0.015479,-0.000347
51.075,-0.019624,-0.014574
51.08,-0.004809,-0.00668
51.085,0.017125,0.016974
51.09,0.040894,0.017693
51.095,-0.008193,0.000177
51.1,-0.008649,-0.008766
51.105,0.011001,0.00961
51.11,-0.00691,0.011555
51.115,-0.002737,0.020887
51.12,0.036536,-0.017316
51.125,-0.007868,6.4e-05
51.13,0.02737,0.0003
51.135,-0.009108,-0.015115
51.14,-0.001683,-0.001716
51.145,-0.003709,0.002016
51.15,-0.008297,0.015611
51.155,0.003267,-0.008502
51.16,-0.016267,-0.006809
51.165,-0.005382,0.005821
51.17,0.019104,0.016049
51.175,-0.017677,0.008489
51.18,-0.003935,-0.020388
51.185,-0.003313,-0.006268
51.19,0.003126,0.021293
51.195,0.018487,-0.018131
51.2,-0.017412,0.010712
51.205,0.004981,-0.005813
51.21,0.032592,0.00176
51.215,0.003897,0.00097
51.22,0.026318,0.005997
51.225,-0.004704,-0.001953
51.23,-0.006917,0.001714
51.235,0.035627,0.00053
51.24,0.011196,-0.009799
51.245,0.017624,0.003402
51.25,0.010796,-0.000799
51.255,-0.003818,-0.007672
51.26,-0.015765,0.017745
51.265,-0.007634,-0.003704
51.27,-0.008553,-0.012723
51.275,0.004238,0.022495
51.28,-0.005764,-0.013635
51.285,-0.005603,0.002141
51.29,0.001911,-0.009926
51.295,-0.021037,-0.003023
51.3,-0.027295,-0.001357
51.305,0.005179,0.004192
51.31,-0.012001,-0.009097
51.315,-0.025116,0.023419
51.32,0.000883,-0.008478
51.325,-0.022423,0.003952
51.33,-0.000671,0.011059
51.335,0.013857,0.000217
51.34,-0.001179,-0.003832
51.345,0.024822,-0.03092
51.35,0.013534,0.002096
51.355,-0.00988,-0.002071
51.36,0.002088,-0.007358
51.365,0.010335,-0.008117
51.37,0.018483,-0.005811
51.375,-0.009121,-0.00562
51.38,0.012258,0.009817
51.385,0.024791,-0.001307
51.39,0.01002,0.008067
51.395,0.005904,0.03624
51.4,-0.001461,-0.00933
51.405,0.023826,0.002904
51.41,-0.014342,0.006451
51.415,-0.029854,0.00265
51.42,-0.017094,-0.000651
51.425,0.005303,-0.003777
51.43,-0.026849,-0.003504
51.435,0.007116,0.022372
51.44,-0.016701,0.005032
51.445,-0.007198,-0.008091
51.45,0.018632,0.007642
51.455,0.018993,-0.012026
51.46,0.017996,0.019295
51.465,0.004159,0.005189
51.47,-0.014286,0.004844
51.475,-0.022895,-0.001416
51.48,0.023194,0.001089
51.485,0.007335,0.013506
51.49,0.012917,0.005139
51.495,0.003731,-0.005553
51.5,-0.020403,-0.004448
51.505,-0.010647,-0.014144
51.51,0.00054,-7.5e-05
51.515,-0.005112,0.012793
51.52,0.006952,-0.012053
51.525,0.010418,0.00547
51.53,-0.012325,-0.007961
51.535,0.007628,0.007216
51.54,-0.013991,-0.007073
51.545,-0.00544,0.012088
51.55,0.007274,0.011804
51.555,0.017897,-0.003096
51.56,-0.013943,0.02073
51.565,0.031123,-0.01167
51.57,-0.006569,0.01666
51.575,0.028127,0.015386
51.58,-0.013101,0.007457
51.585,-0.016954,-0.006467
51.59,0.00786,-0.00158
51.595,0.028835,-0.005289
51.6,0.009379,-0.00688
51.605,0.015449,0.006794
51.61,0.006466,0.00238
51.615,0.018127,-0.001759
51.62,0.029547,0.004976
51.625,-0.002877,0.002288
51.63,-0.001885,-0.006245
51.635,-0.0029,0.015484
51.64,0.015328,0.022056
51.645,-0.029156,-0.007863
51.65,-0.009797,0.00904
51.655,0.010393,0.002241
51.66,0.008234,0.000577
51.665,0.002555,0.004844
51.67,-0.001014,-0.005659
51.675,-0.003638,-0.002703
51.68,-0.028475,-0.000856
51.685,0.011727,0.001806
51.69,-0.035608,-0.011467
51.695,-0.017539,0.008328
51.7,-0.027602,0.027213
51.705,0.015363,0.016608
51.71,-0.008648,0.003757
51.715,0.014104,0.008726
51.72,-0.023397,0.013849
51.725,0.036858,0.002111
51.73,-0.001928,-0.001533
51.735,0.007666,0.005878
51.74,0.006898,0.00872
51.745,-0.002011,-0.005302
51.75,-0.005852,-0.012472
51.755,-0.011049,0.008518
51.76,0.005634,-0.013693
51.765,0.023173,-0.000569
51.77,-0.014422,0.018401
51.775,-0.009952,-0.016874
51.78,0.001015,-0.008505
51.785,0.036038,-0.008473
51.79,-0.010336,0.007575
51.795,0.002962,-0.011539
51.8,0.013968,0.003006
51.805,0.021717,-0.010078
51.81,-0.008255,0.006494
51.815,0.009796,-0.002598
51.82,-0.002671,0.003224
51.825,-0.011634,0.007209
51.83,-0.017727,-0.003756
51.835,0.006186,-0.008388
51.84,0.007014,-0.004735
51.845,-0.000183,-0.007892
51.85,0.004017,0.007951
51.855,-0.000583,-0.007195
51.86,0.013012,-0.003448
51.865,-0.01519,-0.003083
51.87,0.008341,0.008765
51.875,-0.015999,0.000367
51.88,-0.009839,0.005313
51.885,-0.003358,0.005338
51.89,0.017554,-0.014024
51.895,-0.018023,0.002077
51.9,0.017855,0.000342
51.905,-0.008686,-0.004726
51.91,0.003151,-0.014346
51.915,0.002767,-0.0136
51.92,0.005554,0.01843
51.925,-0.000128,0.007476
51.93,0.01573,-0.001634
51.935,-0.011152,-0.005195
51.94,-0.013723,-0.002079
51.945,0.00219,-0.017619
51.95,-0.002212,0.003179
51.955,0.003816,-8.8e-05
51.96,0.005401,0.007053
51.965,-0.023732,0.003695
51.97,0.016577,0.000569
51.975,-0.006358,0.021947
51.98,0.001296,-0.016835
51.985,-0.021146,-0.006327
51.99,-0.031441,0.007274
51.995,-0.008282,0.000347
52.0,0.012842,-0.001516
52.005,-0.022421,-0.016941
52.01,-0.019752,-0.022903
52.015,0.019271,0.000387
52.02,0.015447,0.001869
52.025,-0.024009,0.027032
52.03,0.003238,0.001784
52.035,0.015588,0.011443
52.04,0.046874,0.000956
52.045,0.009493,0.000927
52.05,-0.011982,-0.003299
52.055,-0.017268,0.017307
52.06,0.010737,0.008572
52.065,-0.002117,0.015109
52.07,-0.005117,-0.006426
52.075,0.002859,0.011472
52.08,0.015929,-0.01309
52.085,0.010167,0.016536
52.09,-0.001085,-0.004547
52.095,0.013745,0.011399
52.1,-0.010675,-0.003689
52.105,0.010323,-0.007428
52.11,0.006654,0.010189
52.115,-0.001691,0.012611
52.12,0.007901,-0.008244
52.125,0.009078,0.013557
52.13,0.003724,0.002081
52.135,-0.006978,0.005379
52.14,0.008409,0.014818
52.145,-0.007342,0.006728
52.15,0.011158,-0.002183
52.155,0.001706,-0.027412
52.16,0.008334,-0.017786
52.165,-0.013988,-0.00942
52.17,-0.002724,0.00361
52.175,-0.017194,-0.01954
52.18,-0.007858,0.007812
52.185,0.000385,-0.007043
52.19,-0.003621,0.000722
52.195,0.000756,-0.005377
52.2,0.01126,0.017798
52.205,-0.008644,0.003372
52.21,-0.013834,0.003501
52.215,0.00825,-8e-05
52.22,0.011205,0.004537
52.225,-0.038117,0.003922
52.23,-0.004901,-0.016639
52.235,-0.000452,-0.016918
52.24,-0.000319,0.004622
52.245,7.4e-05,-0.002415
52.25,-0.000357,0.005018
52.255,0.021629,-0.002218
52.26,-0.001971,0.001056
52.265,-0.003788,-0.002415
52.27,-0.005662,-0.001806
52.275,0.005498,-0.006449
52.28,0.002736,-0.007086
52.285,-0.009985,-0.006131
52.29,0.022174,0.007387
52.295,0.012063,-0.003124
52.3,0.013144,0.001814
52.305,-0.014983,-0.008867
52.31,0.017347,0.014498
52.315,0.020097,-0.007994
52.32,-0.009406,0.00351
52.325,0.012089,-0.022913
52.33,0.009979,-0.002057
52.335,0.005557,-0.018387
52.34,-0.018754,-0.002468
52.345,0.012424,-0.002279
52.35,-0.019601,0.019449
52.355,-0.011929,-0.012118
52.36,0.013482,0.003376
52.365,0.006108,-0.009264
52.37,-0.019812,0.014743
52.375,0.005727,0.004906
52.38,-0.001234,-0.004687
52.385,-0.000569,0.011285
52.39,0.001737,-0.010732
52.395,-0.020033,0.002848
52.4,0.021978,0.006223
52.405,-0.000884,0.002138
52.41,-0.002549,0.00755
52.415,0.014408,-0.007422
52.42,-0.005744,-0.013912
52.425,0.000248,0.020712
52.43,-0.023199,0.015958
52.435,0.003606,0.001413
52.44,-0.005007,-0.004792
52.445,0.017132,-0.001347
52.45,0.015803,0.009733
52.455,-0.0066,0.009246
52.46,-0.003012,-0.004509
52.465,-0.007822,-0.009946
52.47,0.022706,0.015427
52.475,0.02643,-0.004531
52.48,0.00877,-0.003726
52.485,0.003842,0.004134
52.49,-0.020475,0.006702
52.495,0.00431,0.00166
52.5,-0.010804,-0.000155
52.505,-0.006439,-0.003958
52.51,-0.009378,-0.004175
52.515,-0.005422,-0.001624
52.52,-0.004612,0.0063
52.525,-0.025228,0.004261
52.53,0.002644,0.001532
52.535,0.011751,0.009104
52.54,-0.000633,0.000134
52.545,-0.008581,-0.007231
52.55,-0.01724,-0.007796
52.555,-0.001908,-0.009581
52.56,0.003791,0.007232
52.565,-0.000894,0.001314
52.57,0.001624,-8e-05
52.575,0.002385,-0.009602
52.58,0.003928,-0.007007
52.585,-0.020654,0.000488
52.59,0.018805,-0.010768
52.595,-0.005065,0.008579
52.6,0.018949,0.004574
52.605,-0.016464,-0.000207
52.61,-0.008801,0.004457
52.615,0.002175,-0.007839
52.62,-0.018918,-0.009731
52.625,0.004219,0.009847
52.63,-0.008359,-0.014017
52.635,-0.001669,0.003608
52.64,-0.002047,-0.005454
52.645,0.004524,-0.012122
52.65,0.00489,0.002253
52.655,0.000763,0.012618
52.66,0.006227,0.004543
52.665,0.023839,0.004995
52.67,0.009083,0.004407
52.675,-0.004892,0.003249
52.68,-0.003161,0.005273
52.685,0.015126,0.007186
52.69,-0.0136,-0.002752
52.695,0.000332,0.002521
52.7,-0.009446,-0.002054
52.705,-0.00365,-0.020509
52.71,-0.008579,-0.010739
52.715,-0.003518,-0.014045
52.72,0.004989,0.01889
52.725,0.001512,0.012869
52.73,-0.003149,-0.003684
52.735,0.01586,-0.004309
52.74,0.000412,0.00978
52.745,0.024865,0.001318
52.75,-0.010721,-0.004696
52.755,-0.017143,0.001001
52.76,0.00311,0.000619
52.765,0.007946,0.005599
52.77,-0.005334,-0.017049
52.775,0.032443,-0.004618
52.78,-0.015409,0.002862
52.785,-0.001703,0.009465
52.79,0.007328,-0.017104
52.795,-0.013582,-0.016792
52.8,-0.004062,0.005695
52.805,-0.017795,0.003143
52.81,0.006329,0.002352
52.815,0.004871,-0.016417
52.82,-0.019316,-0.012434
52.825,-0.003865,0.007311
52.83,-0.013372,0.010323
52.835,0.009463,0.007801
52.84,-0.014717,0.015803
52.845,-0.013338,-0.006464
52.85,-0.011014,6.8e-05
52.855,-0.021488,0.005041
52.86,0.018738,0.0112
52.865,-0.015539,-6.7e-05
52.87,0.009964,0.008172
52.875,-0.013084,-0.005133
52.88,0.010092,0.007581
52.885,0.016238,-0.019933
52.89,-0.009815,0.002561
52.895,0.014078,0.001502
52.9,0.001803,0.004391
52.905,-0.028188,-0.005392
52.91,-0.012206,0.001141
52.915,0.009025,-0.000274
52.92,0.014604,0.011737
52.925,0.022814,-0.007436
52.93,-0.003535,0.009503
52.935,0.011436,0.00352
52.94,-0.011383,0.006199
52.945,-0.010148,0.000245
52.95,0.002482,0.008228
52.955,-0.002463,-0.003488
52.96,-0.025127,0.00463
52.965,-0.003728,-0.005664
52.97,-0.006926,-0.008518
52.975,-0.003035,0.00688
52.98,-0.036807,-0.018056
52.985,-0.000826,-0.006792
52.99,0.010352,-0.003622
52.995,0.011219,0.001291
53.0,-0.007215,0.011471
53.005,-0.018444,-0.005355
53.01,0.028063,-0.013167
53.015,0.003973,0.012378
53.02,0.001999,-0.00713
53.025,0.018431,0.002209
53.03,-0.020325,0.001159
53.035,-0.009638,-0.007836
53.04,0.004154,0.019041
53.045,0.001913,-0.013049
53.05,0.015507,0.022379
53.055,0.004326,-0.0154
53.06,0.006978,-0.001575
53.065,-0.010652,-0.009019
53.07,0.012549,0.00317
53.075,0.000922,0.003597
53.08,0.004016,-0.001751
53.085,-0.001028,-0.015197
53.09,-0.005454,-0.00197
53.095,-0.0075,0.001567
53.1,0.009471,0.009531
53.105,-0.003026,-0.000237
53.11,-0.015885,-0.00247
53.115,-0.038967,-0.015011
53.12,-0.00403,0.00194
53.125,0.006327,-0.007981
53.13,-0.019579,0.004405
53.135,0.006021,-0.01561
53.14,-0.015769,-0.015716
53.145,-0.012156,0.001176
53.15,-0.015804,-0.009207
53.155,0.008333,0.002074
53.16,0.004815,-0.003494
53.165,0.008623,0.005694
53.17,0.01608,-0.014061
53.175,0.01403,-0.000716
53.18,-0.001461,-0.012651
53.185,-0.006795,-0.000999
53.19,0.03662,-0.00958
53.195,-0.015931,0.004782
53.2,-0.015408,-0.011196
53.205,0.022659,-0.004126
53.21,-0.009317,0.004143
53.215,0.010015,-0.000287
53.22,0.016774,0.00751
53.225,0.014232,-0.001134
53.23,-0.01661,0.014768
53.235,-0.000812,-0.016722
53.24,0.0161,0.008149
53.245,-0.008154,-0.004428
53.25,0.015292,-0.006129
53.255,0.024339,0.01011
53.26,0.007079,0.019003
53.265,-0.005323,-0.014014
53.27,0.003775,-0.002162
53.275,-0.035784,-0.004613
53.28,-0.00238,-0.004653
53.285,0.007423,0.017949
53.29,-0.015806,2.7e-05
53.295,-0.009688,0.000254
53.3,-0.003749,-0.005607
53.305,-0.020709,0.011566
53.31,-0.005681,-0.009754
53.315,0.020782,0.013098
53.32,0.018327,0.006408
53.325,-0.011674,-0.001327
53.33,0.028343,0.004427
53.335,-0.007552,0.012607
53.34,0.016003,0.003938
53.345,0.007305,0.008043
53.35,-0.005134,0.011549
53.355,-0.005329,0.006191
53.36,-0.011025,-0.020353
53.365,0.004689,-0.006607
53.37,-0.016284,-0.00765
53.375,0.000412,-0.005131
53.38,-0.01204,0.00092
53.385,-0.002237,-0.013525
53.39,0.018685,0.018115
53.395,0.005381,-0.02079
53.4,0.021468,0.011223
53.405,0.018392,0.005745
53.41,-0.000851,-0.008809
53.415,0.004079,-0.002535
53.42,-0.002911,-0.028173
53.425,0.010893,-0.002426
53.43,-0.015668,0.000425
53.435,0.015034,0.021128
53.44,0.019422,-0.028016
53.445,-0.004116,-0.009828
53.45,0.022521,0.003587
53.455,-0.015442,0.007968
53.46,-0.000809,0.00771
53.465,0.010892,-0.014292
53.47,-0.01236,-0.002958
53.475,0.012389,0.005524
53.48,0.003314,-0.013414
53.485,0.025748,0.000937
53.49,-0.014897,0.001876
53.495,-0.007189,-0.007709
53.5,0.004451,-0.000803
53.505,-0.019757,-0.008031
53.51,-0.010659,0.019411
53.515,-0.014733,-0.005343
53.52,-0.022837,-0.016139
53.525,0.042683,0.00582
53.53,-0.023028,-0.01291
53.535,-0.004891,-0.010627
53.54,-0.020773,-0.015919
53.545,-0.017168,0.021253
53.55,0.01395,-0.004685
53.555,-0.005559,-0.000192
53.56,0.010467,0.024711
53.565,-0.034402,0.004305
53.57,-0.016363,0.003332
53.575,0.011237,0.008615
53.58,0.001851,0.008248
53.585,0.03362,0.001581
53.59,-0.007448,0.013622
53.595,-0.01482,-0.012961
53.6,0.006274,-0.001503
53.605,-0.022927,-0.013773
53.61,0.005775,-0.00611
53.615,0.005633,-0.009594
53.62,0.008172,-0.003345
53.625,0.001248,0.00862
53.63,0.00544,-0.002573
53.635,-0.020866,-0.003973
53.64,-0.004366,0.007352
53.645,-0.011562,0.02561
53.65,0.008301,-0.005703
53.655,-0.010807,-0.012989
53.66,0.006678,0.006763
53.665,0.009028,-0.015627
53.67,0.02031,0.000623
53.675,-0.012944,0.003466
53.68,0.005159,-0.002687
53.685,-0.008858,-0.010476
53.69,-0.023046,-0.023348
53.695,-0.01039,0.004007
53.7,-0.014926,-0.008519
53.705,0.013985,0.007051
53.71,0.00661,0.011641
53.715,-0.008603,-0.020548
53.72,-0.012897,0.001783
53.725,0.003916,-0.004692
53.73,0.024126,-0.025782
53.735,-0.008403,-0.012808
53.74,-0.027949,-0.001004
53.745,-0.00449,0.002621
53.75,0.021288,-0.010066
53.755,0.009865,0.001133
53.76,-0.015433,0.009264
53.765,0.008249,0.011927
53.77,0.00401,-0.000167
53.775,0.010754,-0.001995
53.78,-0.010861,0.006611
53.785,-0.030533,-0.01171
53.79,-0.008203,0.002855
53.795,0.006832,0.00803
53.8,0.001692,0.009774
53.805,-0.006015,-0.001847
53.81,0.025577,0.007433
53.815,0.001982,-0.006392
53.82,-0.012655,-0.017033
53.825,0.007011,-0.016856
53.83,-0.004161,0.007624
53.835,-0.005792,-0.00416
53.84,0.01577,0.000145
53.845,0.01088,0.014847
53.85,-0.001235,0.006465
53.855,0.00774,-0.014067
53.86,-0.010526,-0.001745
53.865,0.000765,0.006823
53.87,-0.024441,0.01715
53.875,-0.001146,-0.009769
53.88,0.009405,-0.004405
53.885,0.015583,0.002479
53.89,0.009833,-0.017065
53.895,0.005108,0.00676
53.9,-0.013652,-0.003738
53.905,-0.005847,-0.003671
53.91,-0.001479,0.001799
53.915,-0.001628,0.009052
53.92,0.009796,-0.011389
53.925,-0.023291,0.022124
53.93,0.012769,-0.011329
53.935,0.025033,-0.007104
53.94,0.020499,-0.000972
53.945,0.024521,-0.015519
53.95,0.016662,-0.016675
53.955,0.000125,0.010552
53.96,0.025159,-0.011506
53.965,-0.011771,0.00419
53.97,-0.002975,0.004035
53.975,0.00988,-0.007772
53.98,0.015946,0.003074
53.985,0.00592,-0.01151
53.99,0.025406,0.000482
53.995,0.004077,-0.008705
54.0,0.01171,0.00901
54.005,-0.033658,0.006469
54.01,0.02451,-0.001446
54.015,-0.011688,-0.006489
54.02,-0.027611,0.017885
54.025,-0.018084,0.005701
54.03,-0.008873,-0.004975
54.035,0.023178,0.001598
54.04,-0.028354,0.005161
54.045,-0.019027,-0.015828
54.05,0.010686,-0.007925
54.055,0.027523,0.006152
54.06,-0.023723,-0.015082
54.065,0.033712,0.012502
54.07,0.003997,0.011883
54.075,0.010529,-0.023543
54.08,0.014897,-0.004496
54.085,-0.008897,0.009786
54.09,-0.010055,0.008261
54.095,-0.009999,0.012924
54.1,0.021456,0.007467
54.105,-0.002664,0.000942
54.11,0.014369,0.006592
54.115,-0.005096,0.01241
54.12,-0.001587,-0.006224
54.125,-0.002174,0.006664
54.13,0.020123,-0.00295
54.135,-0.010242,-0.008218
54.14,-0.002894,-0.000208
54.145,0.033885,-0.003374
54.15,-0.014775,0.019573
54.155,-0.015943,-0.01383
54.16,-0.019739,0.008523
54.165,0.002758,-0.00698
54.17,-0.002531,0.002546
54.175,0.011305,-0.014832
54.18,-0.000842,0.006235
54.185,-0.005382,-0.001446
54.19,0.009116,-0.010821
54.195,0.006642,0.007799
54.2,-0.011955,0.00283
54.205,0.007745,0.001096
54.21,0.028054,0.006826
54.215,0.011831,-0.009624
54.22,0.038473,-0.026872
54.225,-0.008296,0.002695
54.23,-0.020172,0.013215
54.235,-0.026379,-0.001569
54.24,-0.017457,-0.012267
54.245,8.6e-05,0.014428
54.25,-0.022683,-0.007464
54.255,-0.016029,0.007048
54.26,0.014023,0.003153
54.265,-0.006179,0.008332
54.27,0.028509,0.002273
54.275,0.006047,0.000554
54.28,0.00143,-0.010714
54.285,-0.017936,-0.006389
54.29,0.023483,0.009134
54.295,-0.000495,-0.000445
54.3,-0.009206,0.02166
54.305,0.005386,-0.00436
54.31,0.015922,-0.011559
54.315,-0.017698,0.003056
54.32,0.000268,-0.003157
54.325,0.002814,0.008709
54.33,0.021864,0.019207
54.335,-0.000174,-0.006969
54.34,-0.004061,0.007663
54.345,-0.007995,-0.005596
54.35,-0.020214,-0.000735
54.355,-0.000419,-0.015925
54.36,0.002028,0.01234
54.365,-0.003925,-0.005078
54.37,0.002791,0.010602
54.375,-0.015047,0.005378
54.38,0.017708,-0.018043
54.385,-0.010021,0.002241
54.39,0.011606,0.007644
54.395,-0.002638,0.009238
54.4,-0.015395,0.002529
54.405,-0.014278,-0.01874
54.41,-0.02741,0.015483
54.415,-0.012219,0.002962
54.42,0.020016,0.003528
54.425,0.028053,-0.011953
54.43,-0.021681,-0.011278
54.435,-0.001648,0.011651
54.44,0.002127,-0.00958
54.445,-0.001747,0.00814
54.45,0.000816,0.008177
54.455,-0.01353,-0.000138
54.46,-0.024851,-0.010143
54.465,-0.0157,0.003685
54.47,-0.000661,0.018691
54.475,0.02472,0.002876
54.48,0.000933,0.009912
54.485,-0.014923,0.005478
54.49,0.030047,0.003175
54.495,0.029805,0.002831
54.5,-0.012356,0.004445
54.505,-0.005815,0.010138
54.51,0.002003,0.004086
54.515,-0.006928,0.0103
54.52,0.006825,0.016714
54.525,0.01861,0.004858
54.53,0.005195,-0.013936
54.535,0.028034,0.005623
54.54,-0.001936,-0.017792
54.545,-0.009818,0.006746
54.55,-0.011162,-0.000292
54.555,-0.002953,0.007567
54.56,0.001571,0.028567
54.565,0.006824,-0.013855
54.57,-0.009968,0.003509
54.575,0.031823,-0.006333
54.58,0.005235,-0.003963
54.585,-0.036615,0.015145
54.59,-0.022624,-0.016326
54.595,-0.001175,-0.001449
54.6,0.011243,-0.002026
54.605,0.057835,0.00708
54.61,-0.000472,-0.003801
54.615,-0.002487,-0.018294
54.62,-0.021613,-0.008511
54.625,-0.010129,0.00799
54.63,0.020194,0.007255
54.635,-0.015869,-0.00747
54.64,-0.002567,-0.01886
54.645,0.006386,-0.000171
54.65,0.025117,0.012458
54.655,-0.024933,-0.000249
54.66,-0.032676,0.007409
54.665,-0.004881,0.002309
54.67,-0.002102,-0.011187
54.675,-0.005907,0.002005
54.68,-0.013515,-0.011295
54.685,-0.022249,-0.001038
54.69,-0.003196,0.010921
54.695,-0.013118,-0.005065
54.7,-0.015269,-0.014178
54.705,-0.023213,0.013923
54.71,-0.000696,-0.001725
54.715,-0.005594,0.003831
54.72,-0.034137,0.015652
54.725,-0.002365,-0.000948
54.73,-0.003531,-0.002916
54.735,-0.00461,-0.015241
54.74,-0.000457,-0.000794
54.745,0.009907,0.014146
54.75,-0.032779,0.000497
54.755,0.008029,-0.006868
54.76,0.01192,-0.012845
54.765,-0.011241,-0.007321
54.77,0.004805,-0.001905
54.775,0.005268,0.001259
54.78,0.013124,-0.008676
54.785,-0.00917,0.00603
54.79,-0.010668,0.01881
54.795,0.004593,0.013012
54.8,0.013912,0.00591
54.805,-0.000802,-0.009093
54.81,-0.000885,0.008412
54.815,-0.002543,0.004956
54.82,0.007775,0.01262
54.825,-0.00055,0.001798
54.83,0.024369,-0.012247
54.835,0.012025,0.013848
54.84,0.003545,-0.011204
54.845,0.002149,0.009294
54.85,0.029027,0.010971
54.855,-0.010428,-0.015258
54.86,-0.010748,0.004785
54.865,0.011797,-0.008691
54.87,-0.003277,0.006388
54.875,0.032983,-0.004284
54.88,0.019932,0.006914
54.885,0.014035,0.00051
54.89,-0.008311,0.005619
54.895,0.014683,-0.003547
54.9,-0.011457,0.016698
54.905,-0.021506,0.019927
54.91,0.023849,-0.006802
54.915,-0.005998,0.004554
54.92,0.013913,0.008593
54.925,-0.014427,0.018064
54.93,0.001808,-0.003236
54.935,-0.011283,-0.003973
54.94,0.020121,-0.011649
54.945,0.008154,0.002812
54.95,0.041745,-0.000357
54.955,-0.013165,0.015895
54.96,0.021496,-0.022738
54.965,0.012804,0.007116
54.97,0.000466,-0.00625
54.975,-0.034827,-0.005657
54.98,0.008674,0.004042
54.985,-0.036527,-0.005042
54.99,0.026512,0.011483
54.995,0.002357,-0.01616
55.0,0.038096,-0.001157
55.005,0.010639,0.003071
55.01,-0.008723,0.005115
55.015,-0.012229,-0.027154
55.02,0.015473,0.019646
55.025,0.016399,0.008241
55.03,-0.011454,0.008134
55.035,0.022476,-0.023227
55.04,0.016449,-0.015709
55.045,-0.000632,-0.00461
55.05,0.012015,0.003366
55.055,-0.009679,0.001139
55.06,0.005394,0.002304
55.065,-0.001059,-0.004237
55.07,4.6e-05,0.008989
55.075,-0.008995,-0.007353
55.08,0.021555,-0.020049
55.085,-0.001819,0.002546
55.09,0.011984,0.003099
55.095,0.016143,0.000695
55.1,0.020151,0.008285
55.105,0.016308,-0.008576
55.11,0.011697,-0.006618
55.115,-0.009619,-0.005576
55.12,0.001491,-0.008722
55.125,-0.023906,0.010573
55.13,-0.022719,0.006878
55.135,-0.015218,0.027944
55.14,-0.008662,0.016502
55.145,-0.000481,-0.006365
55.15,-0.006964,-0.002988
55.155,0.027455,-0.007412
55.16,-0.01119,-0.005275
55.165,0.01208,0.002904
55.17,0.018109,0.006839
55.175,-0.000713,-0.004638
55.18,-0.006166,0.002282
55.185,-0.005008,-0.009233
55.19,-0.014554,-0.011837
55.195,0.004353,0.001927
55.2,0.000678,-0.019146
55.205,-0.005413,-0.011682
55.21,0.014922,0.010921
55.215,0.016399,0.012245
55.22,-0.006836,0.003118
55.225,0.015354,-0.020333
55.23,0.003625,0.003413
55.235,0.005224,-0.008708
55.24,-0.005933,-0.004663
55.245,0.005722,-0.018617
55.25,-0.013363,-0.004089
55.255,0.01119,0.009745
55.26,-0.011915,-0.008612
55.265,0.007225,-0.014943
55.27,-6e-05,-0.001495
55.275,-0.007458,-0.00229
55.28,0.006522,-0.013482
55.285,0.01961,-0.005465
